KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
56390023,1,,56390033,222,102,120,17,7,10,206,95,111,105,49,56,203,94,109,201,94,107,101,46,55,56,24,32,25,7,18,3,0,3,0,0,0,89,89,23,35,13,9,5,5,0,67,51,16,7,68,0,14,20
56390025,0,,,549,265,284,26,15,11,523,250,273,253,141,112,506,242,264,503,241,262,270,109,161,165,61,104,70,14,56,11,0,11,1,0,1,213,212,51,79,40,27,9,5,1,159,117,42,4,155,0,30,41
56390032,2,56390022,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390033,2,56390023,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390034,0,,,17,8,9,2,1,1,15,7,8,7,4,3,15,7,8,15,7,8,8,3,5,7,2,5,3,1,2,0,0,0,0,0,0,9,9,5,2,1,0,1,0,0,4,2,2,0,7,0,4,1
56390035,0,,,234,118,116,17,11,6,217,107,110,103,59,44,209,102,107,207,100,107,114,48,66,65,24,41,28,7,21,0,0,0,0,0,0,106,106,35,38,21,3,6,3,0,70,57,13,1,85,1,27,18
56390036,0,,,62,37,25,3,2,1,59,35,24,20,12,8,57,34,23,56,34,22,39,23,16,23,14,9,16,9,7,3,2,1,0,0,0,23,22,5,10,2,2,2,1,0,17,12,5,1,20,0,5,6
56390040,0,,,10,5,5,0,0,0,10,5,5,4,1,3,10,5,5,10,5,5,6,4,2,3,2,1,2,1,1,0,0,0,0,0,0,6,6,3,2,1,0,0,0,0,3,3,0,0,5,0,3,1
56390042,0,,,51,26,25,2,1,1,49,25,24,19,12,7,49,25,24,49,25,24,30,13,17,20,8,12,9,2,7,1,0,1,0,0,0,21,21,3,12,3,1,1,1,0,18,15,3,2,20,0,3,6
56390045,0,,,82,40,42,7,3,4,75,37,38,26,15,11,75,37,38,75,37,38,49,22,27,23,8,15,11,2,9,3,0,3,0,0,0,43,43,18,18,3,1,3,0,0,25,21,4,1,36,0,14,11
56390046,1,,56390047,16,6,10,0,0,0,22,9,13,9,4,5,22,9,13,22,9,13,13,5,8,10,3,7,2,0,2,0,0,0,0,0,0,7,7,4,4,2,1,0,0,0,7,6,1,0,11,0,4,1
56390047,2,56390046,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390052,0,,,52,27,25,3,3,0,49,24,25,22,12,10,49,24,25,48,24,24,27,12,15,12,4,8,3,1,2,0,0,0,0,0,0,21,21,6,10,1,1,1,1,1,15,10,5,1,18,0,6,8
56390053,0,,,17,8,9,0,0,0,17,8,9,7,6,1,17,8,9,17,8,9,10,2,8,10,2,8,3,1,2,0,0,0,0,0,0,11,11,6,4,1,0,0,0,0,5,5,0,0,8,0,4,1
56390055,1,,56390064;56390065,16,10,6,2,2,0,24,14,10,10,6,4,23,14,9,23,14,9,14,8,6,7,3,4,3,1,2,0,0,0,0,0,0,7,7,9,5,0,0,0,0,1,6,5,1,0,11,0,6,3
56390064,2,56390055,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390065,2,56390055,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390070,0,,,13,7,6,0,0,0,13,7,6,2,2,0,13,7,6,13,7,6,11,5,6,7,3,4,4,2,2,0,0,0,0,0,0,8,8,5,1,2,0,0,0,0,3,2,1,0,7,0,4,0
56390090,0,,,73,40,33,4,3,1,69,37,32,30,20,10,69,37,32,68,37,31,39,17,22,19,7,12,9,3,6,0,0,0,1,0,1,29,29,6,11,8,2,0,1,1,23,18,5,2,23,0,5,6
56390100,0,,,9,5,4,0,0,0,9,5,4,4,4,0,9,5,4,9,5,4,5,1,4,2,1,1,1,0,1,0,0,0,0,0,0,4,4,1,1,2,0,0,0,0,3,2,1,0,3,0,0,0
56390110,1,,56390120,61,32,29,1,1,0,63,32,31,20,10,10,63,32,31,63,32,31,43,22,21,22,8,14,14,5,9,0,0,0,0,0,0,28,28,8,14,6,1,0,1,0,22,15,7,1,28,0,7,8
56390111,1,,56390124,15,9,6,0,0,0,18,10,8,8,5,3,18,10,8,18,10,8,10,5,5,6,2,4,3,0,3,0,0,0,0,0,0,7,7,2,2,4,0,0,0,0,6,5,1,0,7,0,2,1
56390120,2,56390110,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390124,2,56390111,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390204,0,,,27,14,13,2,2,0,25,12,13,13,7,6,25,12,13,25,12,13,12,5,7,8,4,4,3,1,2,0,0,0,0,0,0,12,12,5,4,0,1,2,0,0,7,4,3,0,8,0,2,2
56390205,0,,,30,17,13,5,3,2,25,14,11,15,8,7,25,14,11,24,14,10,10,6,4,7,4,3,2,2,0,0,0,0,0,0,0,10,10,2,5,1,0,0,1,1,8,6,2,1,7,0,1,2
56390206,0,,,25,13,12,0,0,0,25,13,12,17,8,9,23,12,11,23,12,11,8,5,3,4,2,2,2,0,2,0,0,0,0,0,0,10,10,3,1,4,2,0,0,0,7,6,1,0,6,0,2,0
56390214,0,,,84,41,43,6,4,2,78,37,41,39,19,20,76,37,39,76,37,39,39,18,21,23,9,14,11,5,6,0,0,0,0,0,0,36,36,8,18,3,5,1,1,0,28,21,7,1,25,0,7,8
56390215,0,,,578,316,262,54,31,23,524,285,239,289,180,109,489,261,228,479,254,225,235,105,130,139,64,75,59,26,33,4,3,1,2,1,1,257,256,99,91,29,18,10,6,3,157,128,29,11,156,20,42,52
56390225,0,,,276,127,149,21,12,9,254,114,140,127,58,69,251,112,139,248,112,136,127,56,71,74,36,38,22,8,14,1,0,1,2,0,2,133,133,49,46,21,15,1,0,1,82,63,19,10,80,10,23,27
56390232,2,56390233,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390233,1,,56390232;56390234,28,11,17,1,0,1,30,13,17,12,5,7,30,13,17,30,13,17,18,8,10,12,5,7,5,1,4,0,0,0,0,0,0,13,13,3,9,2,1,0,0,0,12,9,3,1,11,0,2,3
56390234,2,56390233,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390235,0,,,35,17,18,2,0,2,33,17,16,21,11,10,32,17,15,31,16,15,12,6,6,10,5,5,3,2,1,0,0,0,0,0,0,14,14,4,3,5,1,0,1,0,10,6,4,0,8,0,1,2
56390245,1,,56390255,75,32,43,3,1,2,77,35,42,33,17,16,77,35,42,77,35,42,44,18,26,30,12,18,14,3,11,2,0,2,0,0,0,37,37,15,14,4,2,2,0,1,23,19,4,2,28,0,10,8
56390255,2,56390245,,5,4,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390256,0,,,83,39,44,6,3,3,77,36,41,31,16,15,75,35,40,75,35,40,46,20,26,28,12,16,12,4,8,0,0,0,1,0,1,37,37,10,17,5,2,2,1,0,27,17,10,1,33,0,10,7
56390257,0,,,79,38,41,4,1,3,75,37,38,37,24,13,74,36,38,73,35,38,38,13,25,23,7,16,10,3,7,0,0,0,0,0,0,37,37,13,14,6,2,0,2,0,23,18,5,2,27,0,10,5
56390267,1,,56390268,20,11,9,2,0,2,25,15,10,14,9,5,25,15,10,25,15,10,11,6,5,8,5,3,2,1,1,1,0,1,0,0,0,5,5,1,1,4,1,0,0,1,7,3,4,1,7,0,1,0
56390268,2,56390267,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390278,1,,56390279,40,21,19,2,1,1,48,27,21,14,8,6,48,27,21,48,27,21,34,19,15,16,10,6,4,1,3,0,0,0,0,0,0,18,18,9,7,5,1,0,0,1,14,11,3,0,21,0,8,7
56390279,2,56390278,,10,7,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390307,0,,,11,4,7,0,0,0,11,4,7,7,2,5,11,4,7,10,4,6,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,2,0,0,0,2,2,0,0,2,0,0,0
56390308,0,,,47,28,19,2,1,1,45,27,18,18,11,7,45,27,18,45,27,18,27,16,11,19,10,9,5,2,3,1,0,1,1,0,1,24,24,9,10,4,0,0,1,0,15,14,1,0,18,0,5,7
56390309,1,,56390319,20,11,9,0,0,0,24,13,11,10,7,3,24,13,11,24,13,11,14,6,8,7,2,5,6,1,5,0,0,0,0,0,0,11,11,4,5,2,1,0,0,0,8,5,3,0,8,0,1,3
56390318,0,,,19,9,10,2,2,0,17,7,10,11,4,7,17,7,10,17,7,10,6,3,3,3,1,2,1,0,1,0,0,0,0,0,0,8,8,4,1,0,2,1,0,0,4,3,1,0,5,0,2,1
56390319,2,56390309,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390326,0,,,10,4,6,0,0,0,10,4,6,3,1,2,10,4,6,10,4,6,7,3,4,3,1,2,0,0,0,0,0,0,0,0,0,5,5,1,3,1,0,0,0,0,4,3,1,0,4,0,0,3
56390335,0,,,23,11,12,0,0,0,23,11,12,6,3,3,23,11,12,23,11,12,17,8,9,9,3,6,5,1,4,0,0,0,0,0,0,13,13,6,4,3,0,0,0,0,7,5,2,0,11,0,4,3
56390345,0,,,19,11,8,1,1,0,18,10,8,7,4,3,18,10,8,18,10,8,11,6,5,9,5,4,5,2,3,0,0,0,0,0,0,8,8,2,3,1,2,0,0,0,6,4,2,0,8,0,2,2
56390362,2,56390372,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390364,0,,,44,23,21,1,1,0,43,22,21,19,11,8,43,22,21,43,22,21,24,11,13,16,6,10,4,2,2,0,0,0,0,0,0,23,23,11,7,2,2,1,0,0,12,10,2,0,16,1,7,5
56390371,0,,,21,12,9,0,0,0,21,12,9,7,5,2,20,11,9,20,11,9,14,7,7,7,3,4,3,1,2,0,0,0,0,0,0,11,11,5,4,1,0,1,0,0,6,4,2,0,10,0,4,3
56390372,1,,56390362,85,40,45,2,2,0,88,40,48,27,13,14,88,40,48,88,40,48,61,27,34,37,14,23,19,6,13,1,0,1,4,3,1,48,48,22,23,6,1,0,0,0,30,28,2,1,45,0,20,12
56390373,0,,,100,51,49,0,0,0,100,51,49,34,19,15,99,50,49,99,50,49,66,32,34,42,21,21,21,10,11,1,1,0,0,0,0,52,52,19,22,8,2,1,0,0,33,29,4,0,43,0,16,13
56390374,0,,,101,52,49,9,4,5,92,48,44,43,26,17,92,48,44,92,48,44,49,22,27,30,13,17,11,4,7,2,0,2,2,0,2,53,53,21,20,8,4,0,0,0,31,26,5,3,30,3,7,12
56390375,0,,,110,59,51,10,8,2,100,51,49,44,25,19,100,51,49,98,49,49,56,26,30,29,13,16,10,5,5,1,1,0,0,0,0,52,52,17,22,5,6,2,0,0,35,30,5,1,43,0,15,13
56390376,0,,,33,13,20,2,0,2,31,13,18,15,5,10,31,13,18,31,13,18,16,8,8,7,1,6,3,0,3,0,0,0,0,0,0,17,17,6,7,3,1,0,0,0,11,8,3,0,15,0,6,2
56390377,1,,56390387,40,19,21,6,3,3,41,18,23,12,6,6,41,18,23,41,18,23,29,12,17,16,6,10,4,1,3,1,0,1,0,0,0,17,17,7,11,2,0,1,0,1,15,12,3,2,18,0,7,7
56390387,2,56390377,,7,2,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390408,1,,56390409,143,70,73,9,4,5,141,70,71,61,34,27,140,69,71,139,69,70,80,36,44,55,23,32,23,11,12,4,3,1,1,0,1,71,71,29,22,14,6,1,1,0,43,32,11,5,53,0,19,17
56390409,2,56390408,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390417,0,,,27,16,11,1,0,1,26,16,10,15,11,4,25,15,10,25,15,10,11,5,6,5,2,3,3,0,3,0,0,0,0,0,0,12,12,4,3,4,0,1,0,0,8,6,2,0,6,0,1,2
56390418,0,,,42,22,20,0,0,0,42,22,20,10,4,6,42,22,20,42,22,20,32,18,14,17,9,8,8,4,4,0,0,0,1,0,1,25,25,9,15,1,0,0,0,0,16,14,2,0,21,0,6,12
56390426,1,,56390427,85,42,43,2,1,1,89,44,45,19,13,6,89,44,45,89,44,45,70,31,39,49,20,29,20,8,12,2,1,1,0,0,0,48,48,22,23,4,1,0,0,1,28,24,4,0,46,0,19,15
56390427,2,56390426,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390435,0,,,86,46,40,6,3,3,80,43,37,24,13,11,80,43,37,79,43,36,56,30,26,30,14,16,12,3,9,2,2,0,1,0,1,41,41,15,16,6,1,2,0,1,26,16,10,1,37,0,13,12
56390436,0,,,9,4,5,1,0,1,8,4,4,5,4,1,8,4,4,8,4,4,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,6,6,4,1,1,0,0,0,0,2,2,0,1,3,1,2,0
56390444,1,,56390454,40,23,17,0,0,0,42,24,18,13,8,5,42,24,18,41,23,18,29,16,13,12,6,6,4,2,2,1,0,1,0,0,0,19,19,5,11,1,3,0,0,0,15,10,5,0,16,1,3,6
56390454,2,56390444,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390478,2,56390479,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390479,1,,56390478,18,9,9,0,0,0,22,11,11,3,2,1,22,11,11,22,11,11,19,9,10,9,3,6,4,1,3,0,0,0,0,0,0,10,10,4,6,2,0,0,0,0,8,7,1,0,12,0,4,4
56390484,0,,,37,20,17,0,0,0,37,20,17,7,3,4,36,19,17,36,19,17,30,17,13,19,8,11,14,6,8,3,1,2,0,0,0,18,18,6,6,5,1,0,0,0,12,9,3,0,18,0,6,5
56390489,0,,,30,18,12,3,2,1,27,16,11,14,10,4,27,16,11,26,15,11,13,6,7,9,3,6,4,1,3,0,0,0,0,0,0,13,13,8,2,0,1,0,0,2,5,3,2,1,10,0,5,1
56390493,1,,56390494,29,17,12,2,2,0,32,18,14,11,7,4,32,18,14,32,18,14,21,11,10,10,5,5,3,0,3,0,0,0,0,0,0,15,15,8,6,3,0,1,0,0,10,7,3,0,14,0,5,3
56390494,2,56390493,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390503,0,,,19,11,8,2,1,1,17,10,7,6,4,2,17,10,7,17,10,7,11,6,5,6,3,3,2,1,1,0,0,0,0,0,0,7,7,2,2,2,0,0,0,1,5,3,2,0,6,0,2,1
56390513,0,,,24,13,11,4,3,1,20,10,10,10,6,4,20,10,10,20,10,10,10,4,6,8,3,5,3,2,1,0,0,0,0,0,0,9,9,3,1,2,2,1,0,0,6,4,2,1,6,0,2,1
56390523,0,,,10,6,4,0,0,0,10,6,4,6,4,2,10,6,4,10,6,4,4,2,2,2,2,0,1,1,0,1,1,0,0,0,0,4,4,0,3,0,1,0,0,0,4,3,1,0,3,0,0,1
56390553,0,,,10,6,4,0,0,0,10,6,4,4,2,2,10,6,4,10,6,4,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,3,0,0,0,0,3,3,0,0,4,0,1,0
56390554,1,,56390564,40,20,20,1,0,1,42,22,20,21,11,10,41,21,20,41,21,20,21,11,10,13,5,8,4,2,2,1,1,0,2,0,2,17,17,7,5,4,2,0,1,0,12,6,6,0,16,0,5,3
56390564,2,56390554,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390578,1,,56390598,12,5,7,0,0,0,16,8,8,5,4,1,16,8,8,16,8,8,11,4,7,9,2,7,3,0,3,0,0,0,0,0,0,7,7,4,3,2,0,0,0,0,5,4,1,0,9,0,4,2
56390585,0,,,35,17,18,6,3,3,29,14,15,10,5,5,29,14,15,29,14,15,19,9,10,7,4,3,5,2,3,0,0,0,1,0,1,13,13,3,6,2,1,0,0,1,10,6,4,1,13,0,3,4
56390586,0,,,43,20,23,3,0,3,40,20,20,13,8,5,40,20,20,40,20,20,27,12,15,17,9,8,7,4,3,0,0,0,0,0,0,19,19,6,7,3,2,0,1,0,13,10,3,0,16,0,5,5
56390595,0,,,21,10,11,0,0,0,21,10,11,6,3,3,21,10,11,21,10,11,15,7,8,8,3,5,3,0,3,1,0,1,0,0,0,9,9,1,6,1,0,1,0,0,8,7,1,0,9,0,1,4
56390598,2,56390578,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390608,0,,,74,31,43,14,6,8,60,25,35,36,13,23,58,25,33,58,25,33,24,12,12,11,5,6,5,2,3,0,0,0,0,0,0,20,20,5,1,3,4,3,2,2,15,3,12,5,17,0,3,1
56390609,0,,,36,18,18,4,2,2,32,16,16,15,8,7,32,16,16,32,16,16,17,8,9,10,5,5,7,3,4,2,1,1,0,0,0,10,10,1,2,2,2,2,0,1,9,5,4,0,9,0,1,1
56390614,2,56390624,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390624,1,,56390614,14,9,5,0,0,0,20,12,8,5,3,2,20,12,8,20,12,8,15,9,6,3,2,1,2,1,1,1,0,1,0,0,0,8,8,2,7,0,1,0,0,0,8,7,1,0,9,0,2,4
56390634,0,,,9,4,5,0,0,0,9,4,5,1,1,0,9,4,5,9,4,5,8,3,5,5,1,4,1,0,1,0,0,0,0,0,0,7,7,5,2,0,0,0,0,0,2,2,0,0,6,0,4,2
56390654,2,56390665,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390655,0,,,26,14,12,2,2,0,24,12,12,11,6,5,23,12,11,23,12,11,13,6,7,5,2,3,3,1,2,0,0,0,0,0,0,7,7,1,3,0,0,1,0,2,6,3,3,1,7,0,1,3
56390656,1,,56390657,18,10,8,1,1,0,23,12,11,12,7,5,23,12,11,23,12,11,11,5,6,7,3,4,2,2,0,0,0,0,0,0,0,8,8,4,4,2,0,0,1,0,7,5,2,1,8,0,3,1
56390657,2,56390656,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
56390663,0,,,32,18,14,1,0,1,31,18,13,13,8,5,31,18,13,31,18,13,18,10,8,11,6,5,4,1,3,0,0,0,0,0,0,11,11,2,4,1,2,1,1,0,9,5,4,0,10,0,1,3
56390665,1,,56390654,58,28,30,2,0,2,61,30,31,30,16,14,61,30,31,60,30,30,31,14,17,16,6,10,4,2,2,0,0,0,1,0,1,25,25,7,10,5,4,1,0,0,19,12,7,0,20,0,4,5
